sample,donor,condition,batch,cell_type,timepoint,cell_id
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00510
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00511
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00512
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00513
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00514
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00515
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00516
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00517
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00518
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00519
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00520
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00521
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00522
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00523
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00524
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00525
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00526
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00527
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00528
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00529
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00530
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00531
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00532
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00533
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00534
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00535
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00536
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00537
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00538
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00539
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00540
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00541
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00542
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00543
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00544
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00545
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00546
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00547
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00548
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00549
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00550
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00551
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00552
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00553
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00554
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00555
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00556
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00557
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00558
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00559
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00560
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00561
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00562
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00563
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00564
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00565
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00566
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00567
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00568
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00569
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00570
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00571
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00572
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00573
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00574
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00575
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00576
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00577
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00578
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00579
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00580
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00581
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00582
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00583
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00584
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00585
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00586
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00587
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00588
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00589
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00590
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00591
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00592
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00593
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00594
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00595
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00596
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00597
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00598
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00599
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00600
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00601
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00602
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00603
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00604
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00605
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00606
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00607
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00608
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00609
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00610
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00611
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00612
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00613
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00614
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00615
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00616
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00617
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00618
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00619
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00620
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00621
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00622
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00623
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00624
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00625
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00626
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00627
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00628
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00629
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00630
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00631
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00632
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00633
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00634
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00635
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00636
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00637
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00638
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00639
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00640
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00641
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00642
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00643
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00644
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00645
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00646
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00647
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00648
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00649
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00650
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00651
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00652
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00653
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00654
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00655
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00656
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00657
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00658
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00659
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00660
S04,D04,regeneration,B2,Kupffer,,synthetic_00661
S04,D04,regeneration,B2,Kupffer,,synthetic_00662
S04,D04,regeneration,B2,Kupffer,,synthetic_00663
S04,D04,regeneration,B2,Kupffer,,synthetic_00664
S04,D04,regeneration,B2,Kupffer,,synthetic_00665
S04,D04,regeneration,B2,Kupffer,,synthetic_00666
S04,D04,regeneration,B2,Kupffer,,synthetic_00667
S04,D04,regeneration,B2,Kupffer,,synthetic_00668
S04,D04,regeneration,B2,Kupffer,,synthetic_00669
S04,D04,regeneration,B2,Kupffer,,synthetic_00670
S04,D04,regeneration,B2,Kupffer,,synthetic_00671
S04,D04,regeneration,B2,Kupffer,,synthetic_00672
S04,D04,regeneration,B2,Kupffer,,synthetic_00673
S04,D04,regeneration,B2,Kupffer,,synthetic_00674
S04,D04,regeneration,B2,Kupffer,,synthetic_00675
S04,D04,regeneration,B2,Kupffer,,synthetic_00676
S04,D04,regeneration,B2,Kupffer,,synthetic_00677
S04,D04,regeneration,B2,Kupffer,,synthetic_00678
S04,D04,regeneration,B2,Kupffer,,synthetic_00679
S04,D04,regeneration,B2,Kupffer,,synthetic_00680
S04,D04,regeneration,B2,Kupffer,,synthetic_00681
S04,D04,regeneration,B2,Kupffer,,synthetic_00682
S04,D04,regeneration,B2,Kupffer,,synthetic_00683
S04,D04,regeneration,B2,Kupffer,,synthetic_00684
S04,D04,regeneration,B2,Kupffer,,synthetic_00685
S04,D04,regeneration,B2,Kupffer,,synthetic_00686
S04,D04,regeneration,B2,Kupffer,,synthetic_00687
S04,D04,regeneration,B2,Kupffer,,synthetic_00688
S04,D04,regeneration,B2,Kupffer,,synthetic_00689
S04,D04,regeneration,B2,Kupffer,,synthetic_00690
S04,D04,regeneration,B2,Kupffer,,synthetic_00691
S04,D04,regeneration,B2,Kupffer,,synthetic_00692
S04,D04,regeneration,B2,Kupffer,,synthetic_00693
S04,D04,regeneration,B2,Kupffer,,synthetic_00694
S04,D04,regeneration,B2,Kupffer,,synthetic_00695
S04,D04,regeneration,B2,Kupffer,,synthetic_00696
S04,D04,regeneration,B2,Kupffer,,synthetic_00697
S04,D04,regeneration,B2,Kupffer,,synthetic_00698
S04,D04,regeneration,B2,Kupffer,,synthetic_00699
S04,D04,regeneration,B2,Kupffer,,synthetic_00700
S04,D04,regeneration,B2,Endothelial,,synthetic_00701
S04,D04,regeneration,B2,Endothelial,,synthetic_00702
S04,D04,regeneration,B2,Endothelial,,synthetic_00703
S04,D04,regeneration,B2,Endothelial,,synthetic_00704
S04,D04,regeneration,B2,Endothelial,,synthetic_00705
S04,D04,regeneration,B2,Endothelial,,synthetic_00706
S04,D04,regeneration,B2,Endothelial,,synthetic_00707
S04,D04,regeneration,B2,Endothelial,,synthetic_00708
S04,D04,regeneration,B2,Endothelial,,synthetic_00709
S04,D04,regeneration,B2,Endothelial,,synthetic_00710
S04,D04,regeneration,B2,Endothelial,,synthetic_00711
S04,D04,regeneration,B2,Endothelial,,synthetic_00712
S04,D04,regeneration,B2,Endothelial,,synthetic_00713
S04,D04,regeneration,B2,Endothelial,,synthetic_00714
S04,D04,regeneration,B2,Endothelial,,synthetic_00715
S04,D04,regeneration,B2,Endothelial,,synthetic_00716
S04,D04,regeneration,B2,Endothelial,,synthetic_00717
S04,D04,regeneration,B2,Endothelial,,synthetic_00718
S04,D04,regeneration,B2,Endothelial,,synthetic_00719
S04,D04,regeneration,B2,Endothelial,,synthetic_00720
S04,D04,regeneration,B2,Endothelial,,synthetic_00721
S04,D04,regeneration,B2,Endothelial,,synthetic_00722
S04,D04,regeneration,B2,Endothelial,,synthetic_00723
S04,D04,regeneration,B2,Endothelial,,synthetic_00724
S04,D04,regeneration,B2,Endothelial,,synthetic_00725
S04,D04,regeneration,B2,Endothelial,,synthetic_00726
S04,D04,regeneration,B2,Endothelial,,synthetic_00727
S04,D04,regeneration,B2,Endothelial,,synthetic_00728
S04,D04,regeneration,B2,Endothelial,,synthetic_00729
S04,D04,regeneration,B2,Endothelial,,synthetic_00730
S04,D04,regeneration,B2,Endothelial,,synthetic_00731
S04,D04,regeneration,B2,Endothelial,,synthetic_00732
S04,D04,regeneration,B2,Endothelial,,synthetic_00733
S04,D04,regeneration,B2,Endothelial,,synthetic_00734
S04,D04,regeneration,B2,Endothelial,,synthetic_00735
S04,D04,regeneration,B2,Endothelial,,synthetic_00736
S04,D04,regeneration,B2,Endothelial,,synthetic_00737
S04,D04,regeneration,B2,Endothelial,,synthetic_00738
S04,D04,regeneration,B2,Endothelial,,synthetic_00739
S04,D04,regeneration,B2,Endothelial,,synthetic_00740
S05,D05,regeneration,B2,Hepatocyte,,synthetic_00741
S05,D05,regeneration,B2,Hepatocyte,,synthetic_00742
S05,D05,regeneration,B2,Hepatocyte,,synthetic_00743
S05,D05,regeneration,B2,Hepatocyte,,synthetic_00744
S05,D05,regeneration,B2,Hepatocyte,,synthetic_00745
S05,D05,regeneration,B2,Hepatocyte,,synthetic_00746
S05,D05,regeneration,B2,Hepatocyte,,synthetic_00747
S05,D05,regeneration,B2,Hepatocyte,,synthetic_00748
S05,D05,regeneration,B2,Hepatocyte,,synthetic_00749
S05,D05,regeneration,B2,Hepatocyte,,synthetic_00750
S05,D05,regeneration,B2,Kupffer,,synthetic_00751
S05,D05,regeneration,B2,Kupffer,,synthetic_00752
S05,D05,regeneration,B2,Kupffer,,synthetic_00753
S05,D05,regeneration,B2,Kupffer,,synthetic_00754
S05,D05,regeneration,B2,Kupffer,,synthetic_00755
S05,D05,regeneration,B2,Kupffer,,synthetic_00756
S05,D05,regeneration,B2,Kupffer,,synthetic_00757
S05,D05,regeneration,B2,Kupffer,,synthetic_00758
S05,D05,regeneration,B2,Kupffer,,synthetic_00759
S05,D05,regeneration,B2,Kupffer,,synthetic_00760
S05,D05,regeneration,B2,Kupffer,,synthetic_00761
S05,D05,regeneration,B2,Kupffer,,synthetic_00762
S05,D05,regeneration,B2,Kupffer,,synthetic_00763
S05,D05,regeneration,B2,Kupffer,,synthetic_00764
S05,D05,regeneration,B2,Kupffer,,synthetic_00765
S05,D05,regeneration,B2,Kupffer,,synthetic_00766
S05,D05,regeneration,B2,Kupffer,,synthetic_00767
S05,D05,regeneration,B2,Kupffer,,synthetic_00768
S05,D05,regeneration,B2,Kupffer,,synthetic_00769
S05,D05,regeneration,B2,Kupffer,,synthetic_00770
S05,D05,regeneration,B2,Kupffer,,synthetic_00771
S05,D05,regeneration,B2,Kupffer,,synthetic_00772
S05,D05,regeneration,B2,Kupffer,,synthetic_00773
S05,D05,regeneration,B2,Kupffer,,synthetic_00774
S05,D05,regeneration,B2,Kupffer,,synthetic_00775
S05,D05,regeneration,B2,Kupffer,,synthetic_00776
S05,D05,regeneration,B2,Kupffer,,synthetic_00777
S05,D05,regeneration,B2,Kupffer,,synthetic_00778
S05,D05,regeneration,B2,Kupffer,,synthetic_00779
S05,D05,regeneration,B2,Kupffer,,synthetic_00780
S05,D05,regeneration,B2,Kupffer,,synthetic_00781
S05,D05,regeneration,B2,Kupffer,,synthetic_00782
S05,D05,regeneration,B2,Kupffer,,synthetic_00783
S05,D05,regeneration,B2,Kupffer,,synthetic_00784
S05,D05,regeneration,B2,Kupffer,,synthetic_00785
S05,D05,regeneration,B2,Kupffer,,synthetic_00786
S05,D05,regeneration,B2,Kupffer,,synthetic_00787
S05,D05,regeneration,B2,Kupffer,,synthetic_00788
S05,D05,regeneration,B2,Kupffer,,synthetic_00789
S05,D05,regeneration,B2,Kupffer,,synthetic_00790
S05,D05,regeneration,B2,Endothelial,,synthetic_00791
S05,D05,regeneration,B2,Endothelial,,synthetic_00792
S05,D05,regeneration,B2,Endothelial,,synthetic_00793
S05,D05,regeneration,B2,Endothelial,,synthetic_00794
S05,D05,regeneration,B2,Endothelial,,synthetic_00795
S05,D05,regeneration,B2,Endothelial,,synthetic_00796
S05,D05,regeneration,B2,Endothelial,,synthetic_00797
S05,D05,regeneration,B2,Endothelial,,synthetic_00798
S05,D05,regeneration,B2,Endothelial,,synthetic_00799
S05,D05,regeneration,B2,Endothelial,,synthetic_00800
S05,D05,regeneration,B2,Endothelial,,synthetic_00801
S05,D05,regeneration,B2,Endothelial,,synthetic_00802
S05,D05,regeneration,B2,Endothelial,,synthetic_00803
S05,D05,regeneration,B2,Endothelial,,synthetic_00804
S05,D05,regeneration,B2,Endothelial,,synthetic_00805
S05,D05,regeneration,B2,Endothelial,,synthetic_00806
S05,D05,regeneration,B2,Endothelial,,synthetic_00807
S05,D05,regeneration,B2,Endothelial,,synthetic_00808
S05,D05,regeneration,B2,Endothelial,,synthetic_00809
S05,D05,regeneration,B2,Endothelial,,synthetic_00810
S05,D05,regeneration,B2,Endothelial,,synthetic_00811
S05,D05,regeneration,B2,Endothelial,,synthetic_00812
S05,D05,regeneration,B2,Endothelial,,synthetic_00813
S05,D05,regeneration,B2,Endothelial,,synthetic_00814
S05,D05,regeneration,B2,Endothelial,,synthetic_00815
S05,D05,regeneration,B2,Endothelial,,synthetic_00816
S05,D05,regeneration,B2,Endothelial,,synthetic_00817
S05,D05,regeneration,B2,Endothelial,,synthetic_00818
S05,D05,regeneration,B2,Endothelial,,synthetic_00819
S05,D05,regeneration,B2,Endothelial,,synthetic_00820
S05,D05,regeneration,B2,Endothelial,,synthetic_00821
S05,D05,regeneration,B2,Endothelial,,synthetic_00822
S05,D05,regeneration,B2,Endothelial,,synthetic_00823
S05,D05,regeneration,B2,Endothelial,,synthetic_00824
S05,D05,regeneration,B2,Endothelial,,synthetic_00825
S05,D05,regeneration,B2,Endothelial,,synthetic_00826
S05,D05,regeneration,B2,Endothelial,,synthetic_00827
S05,D05,regeneration,B2,Endothelial,,synthetic_00828
S05,D05,regeneration,B2,Endothelial,,synthetic_00829
S05,D05,regeneration,B2,Endothelial,,synthetic_00830
S06,D06,regeneration,B2,Hepatocyte,,synthetic_00831
S06,D06,regeneration,B2,Hepatocyte,,synthetic_00832
S06,D06,regeneration,B2,Hepatocyte,,synthetic_00833
S06,D06,regeneration,B2,Hepatocyte,,synthetic_00834
S06,D06,regeneration,B2,Hepatocyte,,synthetic_00835
S06,D06,regeneration,B2,Hepatocyte,,synthetic_00836
S06,D06,regeneration,B2,Hepatocyte,,synthetic_00837
S06,D06,regeneration,B2,Hepatocyte,,synthetic_00838
S06,D06,regeneration,B2,Hepatocyte,,synthetic_00839
S06,D06,regeneration,B2,Hepatocyte,,synthetic_00840
S06,D06,regeneration,B2,Kupffer,,synthetic_00841
S06,D06,regeneration,B2,Kupffer,,synthetic_00842
S06,D06,regeneration,B2,Kupffer,,synthetic_00843
S06,D06,regeneration,B2,Kupffer,,synthetic_00844
S06,D06,regeneration,B2,Kupffer,,synthetic_00845
S06,D06,regeneration,B2,Kupffer,,synthetic_00846
S06,D06,regeneration,B2,Kupffer,,synthetic_00847
S06,D06,regeneration,B2,Kupffer,,synthetic_00848
S06,D06,regeneration,B2,Kupffer,,synthetic_00849
S06,D06,regeneration,B2,Kupffer,,synthetic_00850
S06,D06,regeneration,B2,Kupffer,,synthetic_00851
S06,D06,regeneration,B2,Kupffer,,synthetic_00852
S06,D06,regeneration,B2,Kupffer,,synthetic_00853
S06,D06,regeneration,B2,Kupffer,,synthetic_00854
S06,D06,regeneration,B2,Kupffer,,synthetic_00855
S06,D06,regeneration,B2,Kupffer,,synthetic_00856
S06,D06,regeneration,B2,Kupffer,,synthetic_00857
S06,D06,regeneration,B2,Kupffer,,synthetic_00858
S06,D06,regeneration,B2,Kupffer,,synthetic_00859
S06,D06,regeneration,B2,Kupffer,,synthetic_00860
S06,D06,regeneration,B2,Kupffer,,synthetic_00861
S06,D06,regeneration,B2,Kupffer,,synthetic_00862
S06,D06,regeneration,B2,Kupffer,,synthetic_00863
S06,D06,regeneration,B2,Kupffer,,synthetic_00864
S06,D06,regeneration,B2,Kupffer,,synthetic_00865
S06,D06,regeneration,B2,Kupffer,,synthetic_00866
S06,D06,regeneration,B2,Kupffer,,synthetic_00867
S06,D06,regeneration,B2,Kupffer,,synthetic_00868
S06,D06,regeneration,B2,Kupffer,,synthetic_00869
S06,D06,regeneration,B2,Kupffer,,synthetic_00870
S06,D06,regeneration,B2,Kupffer,,synthetic_00871
S06,D06,regeneration,B2,Kupffer,,synthetic_00872
S06,D06,regeneration,B2,Kupffer,,synthetic_00873
S06,D06,regeneration,B2,Kupffer,,synthetic_00874
S06,D06,regeneration,B2,Kupffer,,synthetic_00875
S06,D06,regeneration,B2,Kupffer,,synthetic_00876
S06,D06,regeneration,B2,Kupffer,,synthetic_00877
S06,D06,regeneration,B2,Kupffer,,synthetic_00878
S06,D06,regeneration,B2,Kupffer,,synthetic_00879
S06,D06,regeneration,B2,Kupffer,,synthetic_00880
S06,D06,regeneration,B2,Endothelial,,synthetic_00881
S06,D06,regeneration,B2,Endothelial,,synthetic_00882
S06,D06,regeneration,B2,Endothelial,,synthetic_00883
S06,D06,regeneration,B2,Endothelial,,synthetic_00884
S06,D06,regeneration,B2,Endothelial,,synthetic_00885
S06,D06,regeneration,B2,Endothelial,,synthetic_00886
S06,D06,regeneration,B2,Endothelial,,synthetic_00887
S06,D06,regeneration,B2,Endothelial,,synthetic_00888
S06,D06,regeneration,B2,Endothelial,,synthetic_00889
S06,D06,regeneration,B2,Endothelial,,synthetic_00890
S06,D06,regeneration,B2,Endothelial,,synthetic_00891
S06,D06,regeneration,B2,Endothelial,,synthetic_00892
S06,D06,regeneration,B2,Endothelial,,synthetic_00893
S06,D06,regeneration,B2,Endothelial,,synthetic_00894
S06,D06,regeneration,B2,Endothelial,,synthetic_00895
S06,D06,regeneration,B2,Endothelial,,synthetic_00896
S06,D06,regeneration,B2,Endothelial,,synthetic_00897
S06,D06,regeneration,B2,Endothelial,,synthetic_00898
S06,D06,regeneration,B2,Endothelial,,synthetic_00899
S06,D06,regeneration,B2,Endothelial,,synthetic_00900
S06,D06,regeneration,B2,Endothelial,,synthetic_00901
S06,D06,regeneration,B2,Endothelial,,synthetic_00902
S06,D06,regeneration,B2,Endothelial,,synthetic_00903
S06,D06,regeneration,B2,Endothelial,,synthetic_00904
S06,D06,regeneration,B2,Endothelial,,synthetic_00905
S06,D06,regeneration,B2,Endothelial,,synthetic_00906
S06,D06,regeneration,B2,Endothelial,,synthetic_00907
S06,D06,regeneration,B2,Endothelial,,synthetic_00908
S06,D06,regeneration,B2,Endothelial,,synthetic_00909
S06,D06,regeneration,B2,Endothelial,,synthetic_00910
S06,D06,regeneration,B2,Endothelial,,synthetic_00911
S06,D06,regeneration,B2,Endothelial,,synthetic_00912
S06,D06,regeneration,B2,Endothelial,,synthetic_00913
S06,D06,regeneration,B2,Endothelial,,synthetic_00914
S06,D06,regeneration,B2,Endothelial,,synthetic_00915
S06,D06,regeneration,B2,Endothelial,,synthetic_00916
S06,D06,regeneration,B2,Endothelial,,synthetic_00917
S06,D06,regeneration,B2,Endothelial,,synthetic_00918
S06,D06,regeneration,B2,Endothelial,,synthetic_00919
S06,D06,regeneration,B2,Endothelial,,synthetic_00920
