sample,donor,condition,batch,cell_type,timepoint,cell_id
S05,D05,regeneration,B2,Hepatocyte,,synthetic_00506
S05,D05,regeneration,B2,Hepatocyte,,synthetic_00507
S05,D05,regeneration,B2,Hepatocyte,,synthetic_00508
S05,D05,regeneration,B2,Hepatocyte,,synthetic_00509
S05,D05,regeneration,B2,Hepatocyte,,synthetic_00510
S05,D05,regeneration,B2,Hepatocyte,,synthetic_00511
S05,D05,regeneration,B2,Hepatocyte,,synthetic_00512
S05,D05,regeneration,B2,Hepatocyte,,synthetic_00513
S05,D05,regeneration,B2,Hepatocyte,,synthetic_00514
S05,D05,regeneration,B2,Hepatocyte,,synthetic_00515
S05,D05,regeneration,B2,Hepatocyte,,synthetic_00516
S05,D05,regeneration,B2,Hepatocyte,,synthetic_00517
S05,D05,regeneration,B2,Hepatocyte,,synthetic_00518
S05,D05,regeneration,B2,Hepatocyte,,synthetic_00519
S05,D05,regeneration,B2,Hepatocyte,,synthetic_00520
S05,D05,regeneration,B2,Kupffer,,synthetic_00521
S05,D05,regeneration,B2,Kupffer,,synthetic_00522
S05,D05,regeneration,B2,Kupffer,,synthetic_00523
S05,D05,regeneration,B2,Kupffer,,synthetic_00524
S05,D05,regeneration,B2,Kupffer,,synthetic_00525
S05,D05,regeneration,B2,Kupffer,,synthetic_00526
S05,D05,regeneration,B2,Kupffer,,synthetic_00527
S05,D05,regeneration,B2,Kupffer,,synthetic_00528
S05,D05,regeneration,B2,Kupffer,,synthetic_00529
S05,D05,regeneration,B2,Kupffer,,synthetic_00530
S05,D05,regeneration,B2,Kupffer,,synthetic_00531
S05,D05,regeneration,B2,Kupffer,,synthetic_00532
S05,D05,regeneration,B2,Kupffer,,synthetic_00533
S05,D05,regeneration,B2,Kupffer,,synthetic_00534
S05,D05,regeneration,B2,Kupffer,,synthetic_00535
S05,D05,regeneration,B2,Kupffer,,synthetic_00536
S05,D05,regeneration,B2,Kupffer,,synthetic_00537
S05,D05,regeneration,B2,Kupffer,,synthetic_00538
S05,D05,regeneration,B2,Kupffer,,synthetic_00539
S05,D05,regeneration,B2,Kupffer,,synthetic_00540
S05,D05,regeneration,B2,Kupffer,,synthetic_00541
S05,D05,regeneration,B2,Kupffer,,synthetic_00542
S05,D05,regeneration,B2,Kupffer,,synthetic_00543
S05,D05,regeneration,B2,Kupffer,,synthetic_00544
S05,D05,regeneration,B2,Kupffer,,synthetic_00545
S05,D05,regeneration,B2,Kupffer,,synthetic_00546
S05,D05,regeneration,B2,Kupffer,,synthetic_00547
S05,D05,regeneration,B2,Kupffer,,synthetic_00548
S05,D05,regeneration,B2,Kupffer,,synthetic_00549
S05,D05,regeneration,B2,Kupffer,,synthetic_00550
S05,D05,regeneration,B2,Kupffer,,synthetic_00551
S05,D05,regeneration,B2,Kupffer,,synthetic_00552
S05,D05,regeneration,B2,Kupffer,,synthetic_00553
S05,D05,regeneration,B2,Kupffer,,synthetic_00554
S05,D05,regeneration,B2,Kupffer,,synthetic_00555
S05,D05,regeneration,B2,Kupffer,,synthetic_00556
S05,D05,regeneration,B2,Kupffer,,synthetic_00557
S05,D05,regeneration,B2,Kupffer,,synthetic_00558
S05,D05,regeneration,B2,Kupffer,,synthetic_00559
S05,D05,regeneration,B2,Kupffer,,synthetic_00560
S05,D05,regeneration,B2,Endothelial,,synthetic_00561
S05,D05,regeneration,B2,Endothelial,,synthetic_00562
S05,D05,regeneration,B2,Endothelial,,synthetic_00563
S05,D05,regeneration,B2,Endothelial,,synthetic_00564
S05,D05,regeneration,B2,Endothelial,,synthetic_00565
S05,D05,regeneration,B2,Endothelial,,synthetic_00566
S05,D05,regeneration,B2,Endothelial,,synthetic_00567
S05,D05,regeneration,B2,Endothelial,,synthetic_00568
S05,D05,regeneration,B2,Endothelial,,synthetic_00569
S05,D05,regeneration,B2,Endothelial,,synthetic_00570
S05,D05,regeneration,B2,Endothelial,,synthetic_00571
S05,D05,regeneration,B2,Endothelial,,synthetic_00572
S05,D05,regeneration,B2,Endothelial,,synthetic_00573
S05,D05,regeneration,B2,Endothelial,,synthetic_00574
S05,D05,regeneration,B2,Endothelial,,synthetic_00575
S05,D05,regeneration,B2,Endothelial,,synthetic_00576
S05,D05,regeneration,B2,Endothelial,,synthetic_00577
S05,D05,regeneration,B2,Endothelial,,synthetic_00578
S05,D05,regeneration,B2,Endothelial,,synthetic_00579
S05,D05,regeneration,B2,Endothelial,,synthetic_00580
S05,D05,regeneration,B2,Endothelial,,synthetic_00581
S05,D05,regeneration,B2,Endothelial,,synthetic_00582
S05,D05,regeneration,B2,Endothelial,,synthetic_00583
S05,D05,regeneration,B2,Endothelial,,synthetic_00584
S05,D05,regeneration,B2,Endothelial,,synthetic_00585
S05,D05,regeneration,B2,Endothelial,,synthetic_00586
S05,D05,regeneration,B2,Endothelial,,synthetic_00587
S05,D05,regeneration,B2,Endothelial,,synthetic_00588
S05,D05,regeneration,B2,Endothelial,,synthetic_00589
S05,D05,regeneration,B2,Endothelial,,synthetic_00590
S05,D05,regeneration,B2,Endothelial,,synthetic_00591
S05,D05,regeneration,B2,Endothelial,,synthetic_00592
S05,D05,regeneration,B2,Endothelial,,synthetic_00593
S05,D05,regeneration,B2,Endothelial,,synthetic_00594
S05,D05,regeneration,B2,Endothelial,,synthetic_00595
S05,D05,regeneration,B2,Endothelial,,synthetic_00596
S05,D05,regeneration,B2,Endothelial,,synthetic_00597
S05,D05,regeneration,B2,Endothelial,,synthetic_00598
S05,D05,regeneration,B2,Endothelial,,synthetic_00599
S05,D05,regeneration,B2,Endothelial,,synthetic_00600
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00601
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00602
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00603
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00604
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00605
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00606
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00607
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00608
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00609
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00610
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00611
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00612
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00613
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00614
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00615
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00616
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00617
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00618
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00619
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00620
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00621
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00622
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00623
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00624
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00625
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00626
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00627
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00628
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00629
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00630
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00631
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00632
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00633
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00634
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00635
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00636
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00637
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00638
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00639
S06,D06,regeneration,B1,Hepatocyte,,synthetic_00640
S06,D06,regeneration,B1,Kupffer,,synthetic_00641
S06,D06,regeneration,B1,Kupffer,,synthetic_00642
S06,D06,regeneration,B1,Kupffer,,synthetic_00643
S06,D06,regeneration,B1,Kupffer,,synthetic_00644
S06,D06,regeneration,B1,Kupffer,,synthetic_00645
S06,D06,regeneration,B1,Kupffer,,synthetic_00646
S06,D06,regeneration,B1,Kupffer,,synthetic_00647
S06,D06,regeneration,B1,Kupffer,,synthetic_00648
S06,D06,regeneration,B1,Kupffer,,synthetic_00649
S06,D06,regeneration,B1,Kupffer,,synthetic_00650
S06,D06,regeneration,B1,Kupffer,,synthetic_00651
S06,D06,regeneration,B1,Kupffer,,synthetic_00652
S06,D06,regeneration,B1,Kupffer,,synthetic_00653
S06,D06,regeneration,B1,Kupffer,,synthetic_00654
S06,D06,regeneration,B1,Kupffer,,synthetic_00655
S06,D06,regeneration,B1,Kupffer,,synthetic_00656
S06,D06,regeneration,B1,Kupffer,,synthetic_00657
S06,D06,regeneration,B1,Kupffer,,synthetic_00658
S06,D06,regeneration,B1,Kupffer,,synthetic_00659
S06,D06,regeneration,B1,Kupffer,,synthetic_00660
S06,D06,regeneration,B1,Kupffer,,synthetic_00661
S06,D06,regeneration,B1,Kupffer,,synthetic_00662
S06,D06,regeneration,B1,Kupffer,,synthetic_00663
S06,D06,regeneration,B1,Kupffer,,synthetic_00664
S06,D06,regeneration,B1,Kupffer,,synthetic_00665
S06,D06,regeneration,B1,Kupffer,,synthetic_00666
S06,D06,regeneration,B1,Kupffer,,synthetic_00667
S06,D06,regeneration,B1,Kupffer,,synthetic_00668
S06,D06,regeneration,B1,Kupffer,,synthetic_00669
S06,D06,regeneration,B1,Kupffer,,synthetic_00670
S06,D06,regeneration,B1,Kupffer,,synthetic_00671
S06,D06,regeneration,B1,Kupffer,,synthetic_00672
S06,D06,regeneration,B1,Kupffer,,synthetic_00673
S06,D06,regeneration,B1,Kupffer,,synthetic_00674
S06,D06,regeneration,B1,Kupffer,,synthetic_00675
S06,D06,regeneration,B1,Kupffer,,synthetic_00676
S06,D06,regeneration,B1,Kupffer,,synthetic_00677
S06,D06,regeneration,B1,Kupffer,,synthetic_00678
S06,D06,regeneration,B1,Kupffer,,synthetic_00679
S06,D06,regeneration,B1,Kupffer,,synthetic_00680
S06,D06,regeneration,B1,Endothelial,,synthetic_00681
S06,D06,regeneration,B1,Endothelial,,synthetic_00682
S06,D06,regeneration,B1,Endothelial,,synthetic_00683
S06,D06,regeneration,B1,Endothelial,,synthetic_00684
S06,D06,regeneration,B1,Endothelial,,synthetic_00685
S06,D06,regeneration,B1,Endothelial,,synthetic_00686
S06,D06,regeneration,B1,Endothelial,,synthetic_00687
S06,D06,regeneration,B1,Endothelial,,synthetic_00688
S06,D06,regeneration,B1,Endothelial,,synthetic_00689
S06,D06,regeneration,B1,Endothelial,,synthetic_00690
S06,D06,regeneration,B1,Endothelial,,synthetic_00691
S06,D06,regeneration,B1,Endothelial,,synthetic_00692
S06,D06,regeneration,B1,Endothelial,,synthetic_00693
S06,D06,regeneration,B1,Endothelial,,synthetic_00694
S06,D06,regeneration,B1,Endothelial,,synthetic_00695
S06,D06,regeneration,B1,Endothelial,,synthetic_00696
S06,D06,regeneration,B1,Endothelial,,synthetic_00697
S06,D06,regeneration,B1,Endothelial,,synthetic_00698
S06,D06,regeneration,B1,Endothelial,,synthetic_00699
S06,D06,regeneration,B1,Endothelial,,synthetic_00700
S06,D06,regeneration,B1,Endothelial,,synthetic_00701
S06,D06,regeneration,B1,Endothelial,,synthetic_00702
S06,D06,regeneration,B1,Endothelial,,synthetic_00703
S06,D06,regeneration,B1,Endothelial,,synthetic_00704
S06,D06,regeneration,B1,Endothelial,,synthetic_00705
S06,D06,regeneration,B1,Endothelial,,synthetic_00706
S06,D06,regeneration,B1,Endothelial,,synthetic_00707
S06,D06,regeneration,B1,Endothelial,,synthetic_00708
S06,D06,regeneration,B1,Endothelial,,synthetic_00709
S06,D06,regeneration,B1,Endothelial,,synthetic_00710
S06,D06,regeneration,B1,Endothelial,,synthetic_00711
S06,D06,regeneration,B1,Endothelial,,synthetic_00712
S06,D06,regeneration,B1,Endothelial,,synthetic_00713
S06,D06,regeneration,B1,Endothelial,,synthetic_00714
S06,D06,regeneration,B1,Endothelial,,synthetic_00715
S06,D06,regeneration,B1,Endothelial,,synthetic_00716
S06,D06,regeneration,B1,Endothelial,,synthetic_00717
S06,D06,regeneration,B1,Endothelial,,synthetic_00718
S06,D06,regeneration,B1,Endothelial,,synthetic_00719
S06,D06,regeneration,B1,Endothelial,,synthetic_00720
